,TractFIPS,City
1005,17031440102.0,Chicago
1006,17031030702.0,Chicago
1007,17031160601.0,Chicago
1008,17031210501.0,Chicago
1009,17031220902.0,Chicago
1010,17031200402.0,Chicago
1011,17031061901.0,Chicago
1012,17031190601.0,Chicago
1013,17031191301.0,Chicago
1014,17031200401.0,Chicago
1015,17031840800.0,Chicago
1016,17031030604.0,Chicago
1017,17031760802.0,Chicago
1018,17031080201.0,Chicago
1019,17031140601.0,Chicago
1020,17031710300.0,Chicago
1021,17031283200.0,Chicago
1022,17031100500.0,Chicago
1023,17031550100.0,Chicago
1024,17031710700.0,Chicago
1025,17031560400.0,Chicago
1026,17031191000.0,Chicago
1027,17031340400.0,Chicago
1028,17031611600.0,Chicago
1029,17031030703.0,Chicago
1030,17031040300.0,Chicago
1031,17031160501.0,Chicago
1032,17031031900.0,Chicago
1033,17031031300.0,Chicago
1034,17031030800.0,Chicago
1035,17031031100.0,Chicago
1036,17031700402.0,Chicago
1037,17031540102.0,Chicago
1038,17031210502.0,Chicago
1039,17031070102.0,Chicago
1040,17031040100.0,Chicago
1041,17031190602.0,Chicago
1042,17031190401.0,Chicago
1043,17031191302.0,Chicago
1044,17031838100.0,Chicago
1045,17031833300.0,Chicago
1046,17031700302.0,Chicago
1047,17031140302.0,Chicago
1048,17031730201.0,Chicago
1049,17031301701.0,Chicago
1050,17031580501.0,Chicago
1051,17031440101.0,Chicago
1052,17031301802.0,Chicago
1053,17031833100.0,Chicago
1054,17031580502.0,Chicago
1055,17031110502.0,Chicago
1056,17031150401.0,Chicago
1057,17031150501.0,Chicago
1058,17031150402.0,Chicago
1059,17031150502.0,Chicago
1060,17031841500.0,Chicago
1061,17031838700.0,Chicago
1062,17031837300.0,Chicago
1063,17031837400.0,Chicago
1064,17031140301.0,Chicago
1065,17031837100.0,Chicago
1066,17031838200.0,Chicago
1067,17031140602.0,Chicago
1068,17031190702.0,Chicago
1069,17031841300.0,Chicago
1070,17031841700.0,Chicago
1071,17031840700.0,Chicago
1072,17031841100.0,Chicago
1073,17031840200.0,Chicago
1074,17031700501.0,Chicago
1075,17031700502.0,Chicago
1076,17031210601.0,Chicago
1077,17031839100.0,Chicago
1078,17031460302.0,Chicago
1079,17031431302.0,Chicago
1080,17031160602.0,Chicago
1081,17031151002.0,Chicago
1082,17031431301.0,Chicago
1083,17031151001.0,Chicago
1084,17031140701.0,Chicago
1085,17031190402.0,Chicago
1086,17031140702.0,Chicago
1087,17031160502.0,Chicago
1088,17031460301.0,Chicago
1089,17031260600.0,Chicago
1090,17031710800.0,Chicago
1091,17031710500.0,Chicago
1092,17031191100.0,Chicago
1093,17031120100.0,Chicago
1094,17031400400.0,Chicago
1095,17031210700.0,Chicago
1096,17031061000.0,Chicago
1097,17031060900.0,Chicago
1098,17031300800.0,Chicago
1099,17031032100.0,Chicago
1100,17031230600.0,Chicago
1101,17031242200.0,Chicago
1102,17031242300.0,Chicago
1103,17031580800.0,Chicago
1104,17031380700.0,Chicago
1105,17031550200.0,Chicago
1106,17031210100.0,Chicago
1107,17031230700.0,Chicago
1108,17031230900.0,Chicago
1109,17031230800.0,Chicago
1110,17031210400.0,Chicago
1111,17031611200.0,Chicago
1112,17031300900.0,Chicago
1113,17031061100.0,Chicago
1114,17031061500.0,Chicago
1115,17031062900.0,Chicago
1116,17031063000.0,Chicago
1117,17031063200.0,Chicago
1118,17031062600.0,Chicago
1119,17031062700.0,Chicago
1120,17031063400.0,Chicago
1121,17031062500.0,Chicago
1122,17031062400.0,Chicago
1123,17031063100.0,Chicago
1124,17031222800.0,Chicago
1125,17031241200.0,Chicago
1126,17031031200.0,Chicago
1127,17031210900.0,Chicago
1128,17031210800.0,Chicago
1129,17031260400.0,Chicago
1130,17031090200.0,Chicago
1131,17031090100.0,Chicago
1132,17031062000.0,Chicago
1133,17031062100.0,Chicago
1134,17031062200.0,Chicago
1135,17031081100.0,Chicago
1136,17031050800.0,Chicago
1137,17031081800.0,Chicago
1138,17031081500.0,Chicago
1139,17031190200.0,Chicago
1140,17031190300.0,Chicago
1141,17031130300.0,Chicago
1142,17031251800.0,Chicago
1143,17031251900.0,Chicago
1144,17031252000.0,Chicago
1145,17031251500.0,Chicago
1146,17031251600.0,Chicago
1147,17031251700.0,Chicago
1148,17031190800.0,Chicago
1149,17031222200.0,Chicago
1150,17031222600.0,Chicago
1151,17031190100.0,Chicago
1152,17031171000.0,Chicago
1153,17031180100.0,Chicago
1154,17031171100.0,Chicago
1155,17031170900.0,Chicago
1156,17031051200.0,Chicago
1157,17031051100.0,Chicago
1158,17031260500.0,Chicago
1159,17031222500.0,Chicago
1160,17031062800.0,Chicago
1161,17031260100.0,Chicago
1162,17031061800.0,Chicago
1163,17031081700.0,Chicago
1164,17031081600.0,Chicago
1165,17031081900.0,Chicago
1166,17031300500.0,Chicago
1167,17031420500.0,Chicago
1168,17031611700.0,Chicago
1169,17031351100.0,Chicago
1170,17031230400.0,Chicago
1171,17031230500.0,Chicago
1172,17031530100.0,Chicago
1173,17031230100.0,Chicago
1174,17031200300.0,Chicago
1175,17031190900.0,Chicago
1176,17031191200.0,Chicago
1177,17031200200.0,Chicago
1178,17031200100.0,Chicago
1179,17031222700.0,Chicago
1180,17031222900.0,Chicago
1181,17031241000.0,Chicago
1182,17031410200.0,Chicago
1183,17031230200.0,Chicago
1184,17031710600.0,Chicago
1185,17031090300.0,Chicago
1186,17031100300.0,Chicago
1187,17031580300.0,Chicago
1188,17031320400.0,Chicago
1189,17031580100.0,Chicago
1190,17031580200.0,Chicago
1191,17031320100.0,Chicago
1192,17031691500.0,Chicago
1193,17031690400.0,Chicago
1194,17031570100.0,Chicago
1195,17031570200.0,Chicago
1196,17031570300.0,Chicago
1197,17031570500.0,Chicago
1198,17031691400.0,Chicago
1199,17031691300.0,Chicago
1200,17031570400.0,Chicago
1201,17031510100.0,Chicago
1202,17031510200.0,Chicago
1203,17031561100.0,Chicago
1204,17031310900.0,Chicago
1205,17031010202.0,Chicago
1206,17031580700.0,Chicago
1207,17031580600.0,Chicago
1208,17031580400.0,Chicago
1209,17031681300.0,Chicago
1210,17031710200.0,Chicago
1211,17031710400.0,Chicago
1212,17031710100.0,Chicago
1213,17031671900.0,Chicago
1214,17031671800.0,Chicago
1215,17031671500.0,Chicago
1216,17031590500.0,Chicago
1217,17031671300.0,Chicago
1218,17031671600.0,Chicago
1219,17031020901.0,Chicago
1220,17031590600.0,Chicago
1221,17031330100.0,Chicago
1222,17031330200.0,Chicago
1223,17031320600.0,Chicago
1224,17031700200.0,Chicago
1225,17031700100.0,Chicago
1226,17031690900.0,Chicago
1227,17031690300.0,Chicago
1228,17031681400.0,Chicago
1229,17031691000.0,Chicago
1230,17031671200.0,Chicago
1231,17031190701.0,Chicago
1232,17031020602.0,Chicago
1233,17031310600.0,Chicago
1234,17031231200.0,Chicago
1235,17031242400.0,Chicago
1236,17031231100.0,Chicago
1237,17031150200.0,Chicago
1238,17031150300.0,Chicago
1239,17031100600.0,Chicago
1240,17031100400.0,Chicago
1241,17031100700.0,Chicago
1242,17031070700.0,Chicago
1243,17031242500.0,Chicago
1244,17031110200.0,Chicago
1245,17031070400.0,Chicago
1246,17031070200.0,Chicago
1247,17031070300.0,Chicago
1248,17031070600.0,Chicago
1249,17031242700.0,Chicago
1250,17031140400.0,Chicago
1251,17031140200.0,Chicago
1252,17031140500.0,Chicago
1253,17031140100.0,Chicago
1254,17031070500.0,Chicago
1255,17031100100.0,Chicago
1256,17031140800.0,Chicago
1257,17031120200.0,Chicago
1258,17031310800.0,Chicago
1259,17031310700.0,Chicago
1260,17031242600.0,Chicago
1261,17031240700.0,Chicago
1262,17031240800.0,Chicago
1263,17031240600.0,Chicago
1264,17031060500.0,Chicago
1265,17031060400.0,Chicago
1266,17031220300.0,Chicago
1267,17031120300.0,Chicago
1268,17031220500.0,Chicago
1269,17031240500.0,Chicago
1270,17031240300.0,Chicago
1271,17031110300.0,Chicago
1272,17031071000.0,Chicago
1273,17031071200.0,Chicago
1274,17031071300.0,Chicago
1275,17031071100.0,Chicago
1276,17031231500.0,Chicago
1277,17031120400.0,Chicago
1278,17031220400.0,Chicago
1279,17031070103.0,Chicago
1280,06037205110.0,Los Angeles
1281,06037234800.0,Los Angeles
1282,06037219300.0,Los Angeles
1283,06037227010.0,Los Angeles
1284,06037237300.0,Los Angeles
1285,06037262301.0,Los Angeles
1286,06037211320.0,Los Angeles
1287,06037204420.0,Los Angeles
1288,06037209403.0,Los Angeles
1289,06037212203.0,Los Angeles
1290,06037208902.0,Los Angeles
1291,06037267501.0,Los Angeles
1292,06037218120.0,Los Angeles
1293,06037206300.0,Los Angeles
1294,06037194200.0,Los Angeles
1295,06037183620.0,Los Angeles
1296,06037143800.0,Los Angeles
1297,06037113213.0,Los Angeles
1298,06037135201.0,Los Angeles
1299,06037296600.0,Los Angeles
1300,06037119400.0,Los Angeles
1301,06037191120.0,Los Angeles
1302,06037190700.0,Los Angeles
1303,06037191000.0,Los Angeles
1304,06037190301.0,Los Angeles
1305,06037191820.0,Los Angeles
1306,06037191620.0,Los Angeles
1307,06037191500.0,Los Angeles
1308,06037117510.0,Los Angeles
1309,06037191710.0,Los Angeles
1310,06037137402.0,Los Angeles
1311,06037272100.0,Los Angeles
1312,06037221110.0,Los Angeles
1313,06037212303.0,Los Angeles
1314,06037191203.0,Los Angeles
1315,06037201200.0,Los Angeles
1316,06037261101.0,Los Angeles
1317,06037191610.0,Los Angeles
1318,06037123410.0,Los Angeles
1319,06037294810.0,Los Angeles
1320,06037139303.0,Los Angeles
1321,06037241300.0,Los Angeles
1322,06037191810.0,Los Angeles
1323,06037192620.0,Los Angeles
1324,06037108103.0,Los Angeles
1325,06037123205.0,Los Angeles
1326,06037127910.0,Los Angeles
1327,06037124500.0,Los Angeles
1328,06037206200.0,Los Angeles
1329,06037293201.0,Los Angeles
1330,06037134305.0,Los Angeles
1331,06037143902.0,Los Angeles
1332,06037141700.0,Los Angeles
1333,06037123420.0,Los Angeles
1334,06037134101.0,Los Angeles
1335,06037242600.0,Los Angeles
1336,06037270100.0,Los Angeles
1337,06037103200.0,Los Angeles
1338,06037190510.0,Los Angeles
1339,06037267402.0,Los Angeles
1340,06037214600.0,Los Angeles
1341,06037120010.0,Los Angeles
1342,06037242300.0,Los Angeles
1343,06037262601.0,Los Angeles
1344,06037208904.0,Los Angeles
1345,06037228600.0,Los Angeles
1346,06037237900.0,Los Angeles
1347,06037222600.0,Los Angeles
1348,06037204200.0,Los Angeles
1349,06037139703.0,Los Angeles
1350,06037131300.0,Los Angeles
1351,06037122410.0,Los Angeles
1352,06037115302.0,Los Angeles
1353,06037109700.0,Los Angeles
1354,06037228410.0,Los Angeles
1355,06037209820.0,Los Angeles
1356,06037211420.0,Los Angeles
1357,06037123602.0,Los Angeles
1358,06037277200.0,Los Angeles
1359,06037191201.0,Los Angeles
1360,06037191110.0,Los Angeles
1361,06037211921.0,Los Angeles
1362,06037208802.0,Los Angeles
1363,06037221303.0,Los Angeles
1364,06037215102.0,Los Angeles
1365,06037217002.0,Los Angeles
1366,06037201504.0,Los Angeles
1367,06037201503.0,Los Angeles
1368,06037203100.0,Los Angeles
1369,06037201501.0,Los Angeles
1370,06037201120.0,Los Angeles
1371,06037203500.0,Los Angeles
1372,06037203300.0,Los Angeles
1373,06037201700.0,Los Angeles
1374,06037203710.0,Los Angeles
1375,06037203720.0,Los Angeles
1376,06037134001.0,Los Angeles
1377,06037132001.0,Los Angeles
1378,06037128102.0,Los Angeles
1379,06037127104.0,Los Angeles
1380,06037188300.0,Los Angeles
1381,06037188100.0,Los Angeles
1382,06037189902.0,Los Angeles
1383,06037189500.0,Los Angeles
1384,06037189300.0,Los Angeles
1385,06037199201.0,Los Angeles
1386,06037190100.0,Los Angeles
1387,06037203600.0,Los Angeles
1388,06037199120.0,Los Angeles
1389,06037199300.0,Los Angeles
1390,06037199800.0,Los Angeles
1391,06037199900.0,Los Angeles
1392,06037199700.0,Los Angeles
1393,06037201110.0,Los Angeles
1394,06037199400.0,Los Angeles
1395,06037127804.0,Los Angeles
1396,06037199202.0,Los Angeles
1397,06037211922.0,Los Angeles
1398,06037212501.0,Los Angeles
1399,06037211803.0,Los Angeles
1400,06037102107.0,Los Angeles
1401,06037104203.0,Los Angeles
1402,06037208903.0,Los Angeles
1403,06037209510.0,Los Angeles
1404,06037208620.0,Los Angeles
1405,06037208610.0,Los Angeles
1406,06037209300.0,Los Angeles
1407,06037137401.0,Los Angeles
1408,06037203800.0,Los Angeles
1409,06037209102.0,Los Angeles
1410,06037207900.0,Los Angeles
1411,06037209200.0,Los Angeles
1412,06037207710.0,Los Angeles
1413,06037208000.0,Los Angeles
1414,06037190520.0,Los Angeles
1415,06037191420.0,Los Angeles
1416,06037210010.0,Los Angeles
1417,06037190902.0,Los Angeles
1418,06037141302.0,Los Angeles
1419,06037143100.0,Los Angeles
1420,06037189201.0,Los Angeles
1421,06037241201.0,Los Angeles
1422,06037269906.0,Los Angeles
1423,06037267901.0,Los Angeles
1424,06037204120.0,Los Angeles
1425,06037204110.0,Los Angeles
1426,06037204300.0,Los Angeles
1427,06037141400.0,Los Angeles
1428,06037204820.0,Los Angeles
1429,06037204810.0,Los Angeles
1430,06037204700.0,Los Angeles
1431,06037203900.0,Los Angeles
1432,06037204600.0,Los Angeles
1433,06037137301.0,Los Angeles
1434,06037137201.0,Los Angeles
1435,06037137302.0,Los Angeles
1436,06037204910.0,Los Angeles
1437,06037277100.0,Los Angeles
1438,06037293202.0,Los Angeles
1439,06037291110.0,Los Angeles
1440,06037106405.0,Los Angeles
1441,06037104703.0,Los Angeles
1442,06037104704.0,Los Angeles
1443,06037262706.0,Los Angeles
1444,06037101122.0,Los Angeles
1445,06037109603.0,Los Angeles
1446,06037109604.0,Los Angeles
1447,06037104403.0,Los Angeles
1448,06037113101.0,Los Angeles
1449,06037106648.0,Los Angeles
1450,06037278001.0,Los Angeles
1451,06037111206.0,Los Angeles
1452,06037108201.0,Los Angeles
1453,06037119342.0,Los Angeles
1454,06037117407.0,Los Angeles
1455,06037104404.0,Los Angeles
1456,06037106407.0,Los Angeles
1457,06037262704.0,Los Angeles
1458,06037143604.0,Los Angeles
1459,06037195804.0,Los Angeles
1460,06037192002.0,Los Angeles
1461,06037195901.0,Los Angeles
1462,06037194402.0,Los Angeles
1463,06037201601.0,Los Angeles
1464,06037195201.0,Los Angeles
1465,06037195202.0,Los Angeles
1466,06037117408.0,Los Angeles
1467,06037201602.0,Los Angeles
1468,06037240401.0,Los Angeles
1469,06037237102.0,Los Angeles
1470,06037141101.0,Los Angeles
1471,06037264102.0,Los Angeles
1472,06037265202.0,Los Angeles
1473,06037190202.0,Los Angeles
1474,06037207103.0,Los Angeles
1475,06037211704.0,Los Angeles
1476,06037117101.0,Los Angeles
1477,06037117201.0,Los Angeles
1478,06037120103.0,Los Angeles
1479,06037127606.0,Los Angeles
1480,06037134521.0,Los Angeles
1481,06037127712.0,Los Angeles
1482,06037121221.0,Los Angeles
1483,06037121101.0,Los Angeles
1484,06037137103.0,Los Angeles
1485,06037135114.0,Los Angeles
1486,06037124203.0,Los Angeles
1487,06037121222.0,Los Angeles
1488,06037209103.0,Los Angeles
1489,06037208401.0,Los Angeles
1490,06037208801.0,Los Angeles
1491,06037208502.0,Los Angeles
1492,06037208402.0,Los Angeles
1493,06037208302.0,Los Angeles
1494,06037206032.0,Los Angeles
1495,06037209104.0,Los Angeles
1496,06037194401.0,Los Angeles
1497,06037127604.0,Los Angeles
1498,06037131701.0,Los Angeles
1499,06037121801.0,Los Angeles
1500,06037115404.0,Los Angeles
1501,06037117202.0,Los Angeles
1502,06037121802.0,Los Angeles
1503,06037119001.0,Los Angeles
1504,06037125402.0,Los Angeles
1505,06037119202.0,Los Angeles
1506,06037135113.0,Los Angeles
1507,06037119002.0,Los Angeles
1508,06037113102.0,Los Angeles
1509,06037120107.0,Los Angeles
1510,06037120108.0,Los Angeles
1511,06037120104.0,Los Angeles
1512,06037124903.0,Los Angeles
1513,06037124105.0,Los Angeles
1514,06037124103.0,Los Angeles
1515,06037123901.0,Los Angeles
1516,06037195903.0,Los Angeles
1517,06037195902.0,Los Angeles
1518,06037134905.0,Los Angeles
1519,06037275311.0,Los Angeles
1520,06037275302.0,Los Angeles
1521,06037297120.0,Los Angeles
1522,06037296500.0,Los Angeles
1523,06037297000.0,Los Angeles
1524,06037297300.0,Los Angeles
1525,06037297400.0,Los Angeles
1526,06037275400.0,Los Angeles
1527,06037276000.0,Los Angeles
1528,06037276500.0,Los Angeles
1529,06037276100.0,Los Angeles
1530,06037240020.0,Los Angeles
1531,06037275200.0,Los Angeles
1532,06037226420.0,Los Angeles
1533,06037209520.0,Los Angeles
1534,06037208710.0,Los Angeles
1535,06037276400.0,Los Angeles
1536,06037208720.0,Los Angeles
1537,06037296210.0,Los Angeles
1538,06037294620.0,Los Angeles
1539,06037291130.0,Los Angeles
1540,06037291210.0,Los Angeles
1541,06037291220.0,Los Angeles
1542,06037292000.0,Los Angeles
1543,06037291300.0,Los Angeles
1544,06037293302.0,Los Angeles
1545,06037293304.0,Los Angeles
1546,06037294900.0,Los Angeles
1547,06037294120.0,Los Angeles
1548,06037294410.0,Los Angeles
1549,06037294110.0,Los Angeles
1550,06037293301.0,Los Angeles
1551,06037294820.0,Los Angeles
1552,06037294510.0,Los Angeles
1553,06037294610.0,Los Angeles
1554,06037296300.0,Los Angeles
1555,06037294200.0,Los Angeles
1556,06037190201.0,Los Angeles
1557,06037219010.0,Los Angeles
1558,06037143700.0,Los Angeles
1559,06037186203.0,Los Angeles
1560,06037124104.0,Los Angeles
1561,06037121102.0,Los Angeles
1562,06037106645.0,Los Angeles
1563,06037186403.0,Los Angeles
1564,06037189101.0,Los Angeles
1565,06037191302.0,Los Angeles
1566,06037186302.0,Los Angeles
1567,06037124902.0,Los Angeles
1568,06037191901.0,Los Angeles
1569,06037186404.0,Los Angeles
1570,06037191301.0,Los Angeles
1571,06037187101.0,Los Angeles
1572,06037189102.0,Los Angeles
1573,06037188201.0,Los Angeles
1574,06037189202.0,Los Angeles
1575,06037190802.0,Los Angeles
1576,06037189702.0,Los Angeles
1577,06037104204.0,Los Angeles
1578,06037296402.0,Los Angeles
1579,06037190901.0,Los Angeles
1580,06037139702.0,Los Angeles
1581,06037181300.0,Los Angeles
1582,06037278102.0,Los Angeles
1583,06037294301.0,Los Angeles
1584,06037294302.0,Los Angeles
1585,06037294421.0,Los Angeles
1586,06037186201.0,Los Angeles
1587,06037294701.0,Los Angeles
1588,06037101400.0,Los Angeles
1589,06037183402.0,Los Angeles
1590,06037183702.0,Los Angeles
1591,06037183701.0,Los Angeles
1592,06037297202.0,Los Angeles
1593,06037296902.0,Los Angeles
1594,06037297602.0,Los Angeles
1595,06037296401.0,Los Angeles
1596,06037139401.0,Los Angeles
1597,06037189904.0,Los Angeles
1598,06037208301.0,Los Angeles
1599,06037185203.0,Los Angeles
1600,06037113237.0,Los Angeles
1601,06037211202.0,Los Angeles
1602,06037211121.0,Los Angeles
1603,06037185204.0,Los Angeles
1604,06037291120.0,Los Angeles
1605,06037272201.0,Los Angeles
1606,06037269903.0,Los Angeles
1607,06037267902.0,Los Angeles
1608,06037272202.0,Los Angeles
1609,06037271902.0,Los Angeles
1610,06037269904.0,Los Angeles
1611,06037269601.0,Los Angeles
1612,06037269905.0,Los Angeles
1613,06037273402.0,Los Angeles
1614,06037207501.0,Los Angeles
1615,06037208501.0,Los Angeles
1616,06037207302.0,Los Angeles
1617,06037190801.0,Los Angeles
1618,06037131200.0,Los Angeles
1619,06037131100.0,Los Angeles
1620,06037131010.0,Los Angeles
1621,06037131020.0,Los Angeles
1622,06037128910.0,Los Angeles
1623,06037241202.0,Los Angeles
1624,06037239802.0,Los Angeles
1625,06037262400.0,Los Angeles
1626,06037239702.0,Los Angeles
1627,06037265601.0,Los Angeles
1628,06037106649.0,Los Angeles
1629,06037102104.0,Los Angeles
1630,06037108202.0,Los Angeles
1631,06037262501.0,Los Angeles
1632,06037190401.0,Los Angeles
1633,06037190402.0,Los Angeles
1634,06037264103.0,Los Angeles
1635,06037212305.0,Los Angeles
1636,06037209402.0,Los Angeles
1637,06037221810.0,Los Angeles
1638,06037189800.0,Los Angeles
1639,06037143602.0,Los Angeles
1640,06037293307.0,Los Angeles
1641,06037186100.0,Los Angeles
1642,06037209810.0,Los Angeles
1643,06037228500.0,Los Angeles
1644,06037123203.0,Los Angeles
1645,06037125320.0,Los Angeles
1646,06037296220.0,Los Angeles
1647,06037117404.0,Los Angeles
1648,06037237600.0,Los Angeles
1649,06037183810.0,Los Angeles
1650,06037131900.0,Los Angeles
1651,06037131400.0,Los Angeles
1652,06037131600.0,Los Angeles
1653,06037262303.0,Los Angeles
1654,06037204410.0,Los Angeles
1655,06037113211.0,Los Angeles
1656,06037131800.0,Los Angeles
1657,06037224310.0,Los Angeles
1658,06037226700.0,Los Angeles
1659,06037271801.0,Los Angeles
1660,06037203200.0,Los Angeles
1661,06037211804.0,Los Angeles
1662,06037212101.0,Los Angeles
1663,06037212102.0,Los Angeles
1664,06037234901.0,Los Angeles
1665,06037134720.0,Los Angeles
1666,06037239801.0,Los Angeles
1667,06037214503.0,Los Angeles
1668,06037261102.0,Los Angeles
1669,06037143901.0,Los Angeles
1670,06037139802.0,Los Angeles
1671,06037113231.0,Los Angeles
1672,06037191204.0,Los Angeles
1673,06037123010.0,Los Angeles
1674,06037214901.0,Los Angeles
1675,06037141600.0,Los Angeles
1676,06037113212.0,Los Angeles
1677,06037123601.0,Los Angeles
1678,06037104620.0,Los Angeles
1679,06037104500.0,Los Angeles
1680,06037104610.0,Los Angeles
1681,06037104701.0,Los Angeles
1682,06037104810.0,Los Angeles
1683,06037125100.0,Los Angeles
1684,06037125200.0,Los Angeles
1685,06037107010.0,Los Angeles
1686,06037107020.0,Los Angeles
1687,06037108101.0,Los Angeles
1688,06037106642.0,Los Angeles
1689,06037108102.0,Los Angeles
1690,06037106643.0,Los Angeles
1691,06037106010.0,Los Angeles
1692,06037123204.0,Los Angeles
1693,06037124700.0,Los Angeles
1694,06037104310.0,Los Angeles
1695,06037104320.0,Los Angeles
1696,06037104401.0,Los Angeles
1697,06037234502.0,Los Angeles
1698,06037234501.0,Los Angeles
1699,06037214502.0,Los Angeles
1700,06037239202.0,Los Angeles
1701,06037275101.0,Los Angeles
1702,06037214902.0,Los Angeles
1703,06037275602.0,Los Angeles
1704,06037123206.0,Los Angeles
1705,06037265201.0,Los Angeles
1706,06037120030.0,Los Angeles
1707,06037119800.0,Los Angeles
1708,06037120020.0,Los Angeles
1709,06037119900.0,Los Angeles
1710,06037102103.0,Los Angeles
1711,06037295103.0,Los Angeles
1712,06037104201.0,Los Angeles
1713,06037119700.0,Los Angeles
1714,06037127220.0,Los Angeles
1715,06037123303.0,Los Angeles
1716,06037127300.0,Los Angeles
1717,06037111301.0,Los Angeles
1718,06037111201.0,Los Angeles
1719,06037108104.0,Los Angeles
1720,06037111204.0,Los Angeles
1721,06037127920.0,Los Angeles
1722,06037128303.0,Los Angeles
1723,06037128210.0,Los Angeles
1724,06037111202.0,Los Angeles
1725,06037128500.0,Los Angeles
1726,06037123304.0,Los Angeles
1727,06037128702.0,Los Angeles
1728,06037109800.0,Los Angeles
1729,06037111400.0,Los Angeles
1730,06037123700.0,Los Angeles
1731,06037123510.0,Los Angeles
1732,06037123520.0,Los Angeles
1733,06037128400.0,Los Angeles
1734,06037123800.0,Los Angeles
1735,06037111100.0,Los Angeles
1736,06037106646.0,Los Angeles
1737,06037123104.0,Los Angeles
1738,06037127210.0,Los Angeles
1739,06037123301.0,Los Angeles
1740,06037127400.0,Los Angeles
1741,06037125600.0,Los Angeles
1742,06037125310.0,Los Angeles
1743,06037240402.0,Los Angeles
1744,06037111302.0,Los Angeles
1745,06037106406.0,Los Angeles
1746,06037104108.0,Los Angeles
1747,06037127520.0,Los Angeles
1748,06037109200.0,Los Angeles
1749,06037109601.0,Los Angeles
1750,06037109400.0,Los Angeles
1751,06037109300.0,Los Angeles
1752,06037109100.0,Los Angeles
1753,06037241001.0,Los Angeles
1754,06037262100.0,Los Angeles
1755,06037194300.0,Los Angeles
1756,06037191720.0,Los Angeles
1757,06037134104.0,Los Angeles
1758,06037133000.0,Los Angeles
1759,06037133100.0,Los Angeles
1760,06037134103.0,Los Angeles
1761,06037134201.0,Los Angeles
1762,06037132900.0,Los Angeles
1763,06037189905.0,Los Angeles
1764,06037141303.0,Los Angeles
1765,06037188202.0,Los Angeles
1766,06037186202.0,Los Angeles
1767,06037262604.0,Los Angeles
1768,06037262802.0,Los Angeles
1769,06037267403.0,Los Angeles
1770,06037241002.0,Los Angeles
1771,06037296901.0,Los Angeles
1772,06037132700.0,Los Angeles
1773,06037132300.0,Los Angeles
1774,06037221601.0,Los Angeles
1775,06037239201.0,Los Angeles
1776,06037113421.0,Los Angeles
1777,06037113303.0,Los Angeles
1778,06037113301.0,Los Angeles
1779,06037106020.0,Los Angeles
1780,06037106111.0,Los Angeles
1781,06037115202.0,Los Angeles
1782,06037113422.0,Los Angeles
1783,06037211122.0,Los Angeles
1784,06037115101.0,Los Angeles
1785,06037115301.0,Los Angeles
1786,06037115401.0,Los Angeles
1787,06037275500.0,Los Angeles
1788,06037980031.0,Los Angeles
1789,06037239601.0,Los Angeles
1790,06037237201.0,Los Angeles
1791,06037222001.0,Los Angeles
1792,06037115201.0,Los Angeles
1793,06037104822.0,Los Angeles
1794,06037192001.0,Los Angeles
1795,06037134522.0,Los Angeles
1796,06037102105.0,Los Angeles
1797,06037119201.0,Los Angeles
1798,06037125501.0,Los Angeles
1799,06037115104.0,Los Angeles
1800,06037134520.0,Los Angeles
1801,06037134422.0,Los Angeles
1802,06037134901.0,Los Angeles
1803,06037195803.0,Los Angeles
1804,06037135111.0,Los Angeles
1805,06037135202.0,Los Angeles
1806,06037134710.0,Los Angeles
1807,06037134800.0,Los Angeles
1808,06037134304.0,Los Angeles
1809,06037134302.0,Los Angeles
1810,06037134303.0,Los Angeles
1811,06037134421.0,Los Angeles
1812,06037135102.0,Los Angeles
1813,06037113322.0,Los Angeles
1814,06037104821.0,Los Angeles
1815,06037191902.0,Los Angeles
1816,06037123902.0,Los Angeles
1817,06037269602.0,Los Angeles
1818,06037271901.0,Los Angeles
1819,06037127605.0,Los Angeles
1820,06037125401.0,Los Angeles
1821,06037115103.0,Los Angeles
1822,06037119341.0,Los Angeles
1823,06037106408.0,Los Angeles
1824,06037120106.0,Los Angeles
1825,06037122121.0,Los Angeles
1826,06037117102.0,Los Angeles
1827,06037139503.0,Los Angeles
1828,06037139504.0,Los Angeles
1829,06037134903.0,Los Angeles
1830,06037128801.0,Los Angeles
1831,06037194102.0,Los Angeles
1832,06037124204.0,Los Angeles
1833,06037113401.0,Los Angeles
1834,06037113321.0,Los Angeles
1835,06037101110.0,Los Angeles
1836,06037212410.0,Los Angeles
1837,06037132101.0,Los Angeles
1838,06037127102.0,Los Angeles
1839,06037231720.0,Los Angeles
1840,06037131702.0,Los Angeles
1841,06037132002.0,Los Angeles
1842,06037273502.0,Los Angeles
1843,06037111205.0,Los Angeles
1844,06037273902.0,Los Angeles
1845,06037275603.0,Los Angeles
1846,06037262200.0,Los Angeles
1847,06037297110.0,Los Angeles
1848,06037117520.0,Los Angeles
1849,06037117303.0,Los Angeles
1850,06037117302.0,Los Angeles
1851,06037132501.0,Los Angeles
1852,06037275102.0,Los Angeles
1853,06037132102.0,Los Angeles
1854,06037125502.0,Los Angeles
1855,06037128602.0,Los Angeles
1856,06037191410.0,Los Angeles
1857,06037211802.0,Los Angeles
1858,06037122420.0,Los Angeles
1859,06037128220.0,Los Angeles
